#,Visible?,Starred?,Bio View:1107 Proteins in 1006 Clusters,Accession Number,Molecular Weight,Protein Grouping Ambiguity,Fisher's Exact Test (p-value)*(p < 0.00375),Quantitative Profile,C1,PX1-I,PX2,PX1-P
,TRUE,Empty,Protein-glutamine gamma-glutamyltransferase 2 OS=Homo sapiens OX=9606 GN=TGM2 PE=1 SV=2,sp|P21980|TGM2_HUMAN,77 kDa,,0.0058,[],38,32,72,60
,TRUE,Empty,Calreticulin OS=Homo sapiens OX=9606 GN=CALR PE=1 SV=1,CALR_HUMAN,48 kDa,,0.00062,"Control high, PEX eye - bi low",63,19,32,81
,TRUE,Empty,Annexin A1 OS=Homo sapiens OX=9606 GN=ANXA1 PE=1 SV=2,ANXA1_HUMAN,39 kDa,,0.025,[],56,57,34,52
,TRUE,Empty,Cofilin-1 OS=Homo sapiens OX=9606 GN=CFL1 PE=1 SV=3,COF1_HUMAN,19 kDa,TRUE,< 0.00010,"Control high, PEX eye - bi low",79,88,27,76
,TRUE,Empty,Beta-crystallin A4 OS=Homo sapiens OX=9606 GN=CRYBA4 PE=1 SV=3,CRBA4_HUMAN,22 kDa,,0.5,[],,35,,152
,TRUE,Empty,Cluster of Moesin OS=Homo sapiens OX=9606 GN=MSN PE=1 SV=3 (MOES_HUMAN),MOES_HUMAN [3],68 kDa,TRUE,0.14,[],47,38,41,70
,TRUE,Empty,    Moesin OS=Homo sapiens OX=9606 GN=MSN PE=1 SV=3,MOES_HUMAN,68 kDa,TRUE,0.16,[],46,38,41,68
,TRUE,Empty,    Ezrin OS=Homo sapiens OX=9606 GN=EZR PE=1 SV=3,E7EQR4_HUMAN (+1),69 kDa,TRUE,0.35,[],21,18,18,25
,TRUE,Empty,Cluster of Ras-related protein Rap-1A OS=Homo sapiens OX=9606 GN=RAP1A PE=1 SV=1 (RAP1A_HUMAN),RAP1A_HUMAN [3],21 kDa,TRUE,0.28,[],48,39,59,48
,TRUE,Empty,    Ras-related protein Rap-1A OS=Homo sapiens OX=9606 GN=RAP1A PE=1 SV=1,RAP1A_HUMAN,21 kDa,TRUE,0.42,[],39,33,46,35
,TRUE,Empty,    Isoform 3 of Ras-related protein Rap-1b OS=Homo sapiens OX=9606 GN=RAP1B,sp|P61224-3|RAP1B_HUMAN (+1),19 kDa,TRUE,0.27,[],38,32,49,35
,TRUE,Empty,Decorin OS=Homo sapiens OX=9606 GN=DCN PE=1 SV=1,sp|P07585|PGS2_HUMAN,40 kDa,TRUE,0.0015,"Control low, PEX eye - bi high",31,45,66,38
,TRUE,Empty,Aflatoxin B1 aldehyde reductase member 2 OS=Homo sapiens OX=9606 GN=AKR7A2 PE=1 SV=3,ARK72_HUMAN,40 kDa,,0.0082,[],52,54,31,41
,TRUE,Empty,"ATP synthase subunit O, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PO PE=1 SV=1",ATPO_HUMAN,23 kDa,,0.015,[],38,38,72,46
,TRUE,Empty,Cluster of Transforming protein RhoA OS=Homo sapiens OX=9606 GN=RHOA PE=1 SV=1 (RHOA_HUMAN),RHOA_HUMAN [3],22 kDa,TRUE,0.51,[],42,58,48,43
,TRUE,Empty,    Transforming protein RhoA OS=Homo sapiens OX=9606 GN=RHOA PE=1 SV=1,RHOA_HUMAN,22 kDa,TRUE,0.53,[],36,52,42,37
,TRUE,Empty,    Rho-related GTP-binding protein RhoC (Fragment) OS=Homo sapiens OX=9606 GN=RHOC PE=1 SV=8,Q5JR08_HUMAN (+1),22 kDa,TRUE,0.54,[],28,32,36,35
,TRUE,Empty,Cluster of Isoform sGi2 of Guanine nucleotide-binding protein G(i) subunit alpha-2 OS=Homo sapiens OX=9606 GN=GNAI2 (sp|P04899-4|GNAI2_HUMAN),sp|P04899-4|GNAI2_HUMAN [3],42 kDa,TRUE,0.48,[],50,64,55,56
,TRUE,Empty,    Isoform sGi2 of Guanine nucleotide-binding protein G(i) subunit alpha-2 OS=Homo sapiens OX=9606 GN=GNAI2,sp|P04899-4|GNAI2_HUMAN (+1),42 kDa,TRUE,0.49,[],50,64,53,53
,TRUE,Empty,    Guanine nucleotide-binding protein G(k) subunit alpha OS=Homo sapiens OX=9606 GN=GNAI3 PE=1 SV=3,GNAI3_HUMAN,41 kDa,TRUE,0.58,[],8,,13,15
,TRUE,Empty,Cluster of Laminin subunit alpha-5 OS=Homo sapiens OX=9606 GN=LAMA5 PE=1 SV=8 (sp|O15230|LAMA5_HUMAN),sp|O15230|LAMA5_HUMAN,400 kDa,TRUE,0.14,[],60,29,81,20
,TRUE,Empty,    Laminin subunit alpha-5 OS=Homo sapiens OX=9606 GN=LAMA5 PE=1 SV=8,sp|O15230|LAMA5_HUMAN,400 kDa,TRUE,0.14,[],60,29,81,20
,TRUE,Empty,"Isoform 2 of Malate dehydrogenase, cytoplasmic OS=Homo sapiens OX=9606 GN=MDH1",sp|P40925-2|MDHC_HUMAN (+2),27 kDa,,0.045,[],40,63,25,43
,TRUE,Empty,Ribonuclease inhibitor OS=Homo sapiens OX=9606 GN=RNH1 PE=1 SV=2,RINI_HUMAN,50 kDa,,0.0049,[],42,32,22,90
,TRUE,Empty,Lysozyme C OS=Homo sapiens OX=9606 GN=LYZ PE=1 SV=1,LYSC_HUMAN,17 kDa,,0.0014,"Control high, PEX eye - bi low",72,35,42,39
,TRUE,Empty,S-formylglutathione hydrolase OS=Homo sapiens OX=9606 GN=ESD PE=1 SV=2,ESTD_HUMAN,31 kDa,,0.36,[],37,33,35,66
,TRUE,Empty,Protein S100-A4 OS=Homo sapiens OX=9606 GN=S100A4 PE=1 SV=1,S10A4_HUMAN,12 kDa,,0.19,[],53,31,49,39
,TRUE,Empty,"Acetyl-CoA acetyltransferase, mitochondrial OS=Homo sapiens OX=9606 GN=ACAT1 PE=1 SV=1",sp|P24752|THIL_HUMAN,45 kDa,,0.24,[],36,52,50,41
,TRUE,Empty,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12 OS=Homo sapiens OX=9606 GN=GNG12 PE=1 SV=3,GBG12_HUMAN,8 kDa,,0.27,[],42,26,56,46
,TRUE,Empty,Protein/nucleic acid deglycase DJ-1 OS=Homo sapiens OX=9606 GN=PARK7 PE=1 SV=2,PARK7_HUMAN,20 kDa,,0.51,[],33,40,35,50
,TRUE,Empty,"10 kDa heat shock protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPE1 PE=1 SV=2",CH10_HUMAN,11 kDa,,0.087,[],51,34,42,40
,TRUE,Empty,Isocitrate dehydrogenase [NADP] cytoplasmic OS=Homo sapiens OX=9606 GN=IDH1 PE=1 SV=2,IDHC_HUMAN,47 kDa,TRUE,0.00019,"Control high, PEX eye - bi low",70,33,33,58
,TRUE,Empty,40S ribosomal protein S12 OS=Homo sapiens OX=9606 GN=RPS12 PE=1 SV=3,RS12_HUMAN,15 kDa,,< 0.00010,"Control high, PEX eye - bi low",65,7,26,80
,TRUE,Empty,Small nuclear ribonucleoprotein E OS=Homo sapiens OX=9606 GN=SNRPE PE=1 SV=1,RUXE_HUMAN,11 kDa,,0.14,[],37,47,53,46
,TRUE,Empty,Ferritin light chain OS=Homo sapiens OX=9606 GN=FTL PE=1 SV=2,FRIL_HUMAN,20 kDa,,0.0014,"Control high, PEX eye - bi low",58,51,29,44
,TRUE,Empty,Rho GDP-dissociation inhibitor 1 (Fragment) OS=Homo sapiens OX=9606 GN=ARHGDIA PE=1 SV=8,J3KTF8_HUMAN (+2),22 kDa,,0.026,[],46,46,30,51
,TRUE,Empty,Gamma-enolase OS=Homo sapiens OX=9606 GN=ENO2 PE=1 SV=3,sp|P09104|ENOG_HUMAN,47 kDa,TRUE,0.0089,[],55,34,108,131
,TRUE,Empty,Voltage-dependent anion-selective channel protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=VDAC2 PE=1 SV=1,A0A0A0MR02_HUMAN (+1),30 kDa,,0.0007,"Control low, PEX eye - bi high",21,35,56,56
,TRUE,Empty,Acyl-CoA-binding protein OS=Homo sapiens OX=9606 GN=DBI PE=1 SV=2,sp|P07108|ACBP_HUMAN,10 kDa,,0.014,[],49,35,32,49
,TRUE,Empty,Laminin subunit beta-2 OS=Homo sapiens OX=9606 GN=LAMB2 PE=1 SV=2,LAMB2_HUMAN,196 kDa,,0.22,[],43,56,58,16
,TRUE,Empty,"60 kDa heat shock protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPD1 PE=1 SV=2",sp|P10809|CH60_HUMAN,61 kDa,,0.00029,"Control high, PEX eye - bi low",65,41,30,40
,TRUE,Empty,"Cluster of ATP-dependent 6-phosphofructokinase, liver type OS=Homo sapiens OX=9606 GN=PFKL PE=1 SV=6 (sp|P17858|PFKAL_HUMAN)",sp|P17858|PFKAL_HUMAN,85 kDa,TRUE,0.011,[],28,48,59,57
,TRUE,Empty,"    ATP-dependent 6-phosphofructokinase, liver type OS=Homo sapiens OX=9606 GN=PFKL PE=1 SV=6",sp|P17858|PFKAL_HUMAN,85 kDa,TRUE,0.011,[],28,48,59,57
,TRUE,Empty,Cluster of 40S ribosomal protein S16 OS=Homo sapiens OX=9606 GN=RPS16 PE=1 SV=2 (RS16_HUMAN),RS16_HUMAN,16 kDa,TRUE,0.23,[],27,41,42,64
,TRUE,Empty,    40S ribosomal protein S16 OS=Homo sapiens OX=9606 GN=RPS16 PE=1 SV=2,RS16_HUMAN,16 kDa,TRUE,0.37,[],27,41,42,64
,TRUE,Empty,"Isoform 2 of Thioredoxin-dependent peroxide reductase, mitochondrial OS=Homo sapiens OX=9606 GN=PRDX3",sp|P30048-2|PRDX3_HUMAN (+1),26 kDa,,0.1,[],51,43,41,36
,TRUE,Empty,Microsomal glutathione S-transferase 3 OS=Homo sapiens OX=9606 GN=MGST3 PE=1 SV=1,MGST3_HUMAN (+1),17 kDa,,0.4,[],54,8,65,42
,TRUE,Empty,Cluster of Tropomyosin alpha-3 chain OS=Homo sapiens OX=9606 GN=TPM3 PE=1 SV=1 (A0A087WWU8_HUMAN),A0A087WWU8_HUMAN [11],26 kDa,TRUE,0.21,[],34,53,49,23
,TRUE,Empty,    Tropomyosin alpha-3 chain OS=Homo sapiens OX=9606 GN=TPM3 PE=1 SV=1,A0A087WWU8_HUMAN (+2),26 kDa,TRUE,0.29,[],19,42,24,20
,TRUE,Empty,"    Tropomyosin 1 (Alpha), isoform CRA_f OS=Homo sapiens OX=9606 GN=TPM1 PE=1 SV=1",Q6ZN40_HUMAN (+2),37 kDa,TRUE,0.12,[],18,32,36,13
,TRUE,Empty,    Tropomyosin alpha-4 chain OS=Homo sapiens OX=9606 GN=TPM4 PE=1 SV=1,A0A2R8Y5V9_HUMAN (+2),29 kDa,TRUE,0.34,[],17,33,22,15
,TRUE,Empty,    Isoform 2 of Tropomyosin beta chain OS=Homo sapiens OX=9606 GN=TPM2,sp|P07951-2|TPM2_HUMAN (+1),33 kDa,TRUE,0.5,[],11,27,21,
,TRUE,Empty,"ATP synthase subunit g, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5L PE=1 SV=3",ATP5L_HUMAN,11 kDa,,0.19,[],36,26,52,53
,TRUE,Empty,40S ribosomal protein S18 OS=Homo sapiens OX=9606 GN=RPS18 PE=1 SV=3,RS18_HUMAN,18 kDa,,0.011,[],52,44,32,31
,TRUE,Empty,Lysyl oxidase homolog 1 OS=Homo sapiens OX=9606 GN=LOXL1 PE=1 SV=1,H3BUV8_HUMAN (+1),46 kDa,TRUE,< 0.00010,"Control high, PEX eye - bi low",74,21,,66
,TRUE,Empty,Nuclear transport factor 2 OS=Homo sapiens OX=9606 GN=NUTF2 PE=1 SV=1,NTF2_HUMAN,14 kDa,,0.44,[],33,20,41,54
,TRUE,Empty,ATP-dependent 6-phosphofructokinase OS=Homo sapiens OX=9606 GN=PFKM PE=1 SV=1,A0A2R8Y891_HUMAN (+3),97 kDa,TRUE,0.014,[],22,48,48,49
,TRUE,Empty,Cytochrome P450 1B1 OS=Homo sapiens OX=9606 GN=CYP1B1 PE=1 SV=2,CP1B1_HUMAN,61 kDa,,0.21,[],35,39,28,51
,TRUE,Empty,Ras-related protein Rab-27A OS=Homo sapiens OX=9606 GN=RAB27A PE=1 SV=3,sp|P51159|RB27A_HUMAN,25 kDa,,0.19,[],48,31,47,37
,TRUE,Empty,Putative histone H2B type 2-C OS=Homo sapiens OX=9606 GN=HIST2H2BC PE=5 SV=3,H2B2C_HUMAN (+1),21 kDa,TRUE,0.38,[],27,38,38,49
,TRUE,Empty,40S ribosomal protein S15a OS=Homo sapiens OX=9606 GN=RPS15A PE=1 SV=2,RS15A_HUMAN,15 kDa,,0.21,[],38,14,32,65
,TRUE,Empty,"Phosphate carrier protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLC25A3 PE=1 SV=1",F8VVM2_HUMAN (+1),36 kDa,,0.062,[],32,20,53,47
,TRUE,Empty,40S ribosomal protein S19 OS=Homo sapiens OX=9606 GN=RPS19 PE=1 SV=2,RS19_HUMAN,16 kDa,,0.28,[],33,51,30,46
,TRUE,Empty,Apolipoprotein A-I OS=Homo sapiens OX=9606 GN=APOA1 PE=1 SV=1,APOA1_HUMAN,31 kDa,,0.03,[],23,39,49,46
,TRUE,Empty,Cytochrome c oxidase subunit 2 OS=Homo sapiens OX=9606 GN=MT-CO2 PE=1 SV=1,COX2_HUMAN,26 kDa,,0.0044,[],22,22,48,32
,TRUE,Empty,Prenylcysteine oxidase 1 OS=Homo sapiens OX=9606 GN=PCYOX1 PE=1 SV=3,sp|Q9UHG3|PCYOX_HUMAN,57 kDa,,0.033,[],42,6,70,39
,TRUE,Empty,Ragulator complex protein LAMTOR2 OS=Homo sapiens OX=9606 GN=LAMTOR2 PE=1 SV=1,sp|Q9Y2Q5|LTOR2_HUMAN,14 kDa,,0.12,[],29,4,47,67
,TRUE,Empty,V-type proton ATPase catalytic subunit A OS=Homo sapiens OX=9606 GN=ATP6V1A PE=1 SV=2,sp|P38606|VATA_HUMAN,68 kDa,,0.013,[],54,35,34,31
,TRUE,Empty,Prohibitin OS=Homo sapiens OX=9606 GN=PHB PE=1 SV=1,sp|P35232|PHB_HUMAN,30 kDa,,0.43,[],38,32,42,25
,TRUE,Empty,Ragulator complex protein LAMTOR3 OS=Homo sapiens OX=9606 GN=LAMTOR3 PE=1 SV=1,sp|Q9UHA4|LTOR3_HUMAN,14 kDa,,0.41,[],46,,54,51
,TRUE,Empty,40S ribosomal protein S5 (Fragment) OS=Homo sapiens OX=9606 GN=RPS5 PE=1 SV=1,M0R0F0_HUMAN (+2),22 kDa,,0.39,[],39,48,36,21
,TRUE,Empty,Laminin subunit gamma-1 OS=Homo sapiens OX=9606 GN=LAMC1 PE=1 SV=3,LAMC1_HUMAN,178 kDa,,0.24,[],53,33,49,17
,TRUE,Empty,"Cluster of Tubulointerstitial nephritis antigen-like 1, isoform CRA_a OS=Homo sapiens OX=9606 GN=TINAGL1 PE=1 SV=1 (F6SDV2_HUMAN)",F6SDV2_HUMAN [2],41 kDa,TRUE,0.17,[],42,22,59,27
,TRUE,Empty,"    Tubulointerstitial nephritis antigen-like 1, isoform CRA_a OS=Homo sapiens OX=9606 GN=TINAGL1 PE=1 SV=1",F6SDV2_HUMAN (+1),41 kDa,TRUE,0.17,[],42,22,59,27
,TRUE,Empty,Cluster of Isoform 2 of Alpha-aminoadipic semialdehyde dehydrogenase OS=Homo sapiens OX=9606 GN=ALDH7A1 (sp|P49419-2|AL7A1_HUMAN),sp|P49419-2|AL7A1_HUMAN,55 kDa,TRUE,0.06,[],40,38,30,42
,TRUE,Empty,    Isoform 2 of Alpha-aminoadipic semialdehyde dehydrogenase OS=Homo sapiens OX=9606 GN=ALDH7A1,sp|P49419-2|AL7A1_HUMAN,55 kDa,TRUE,0.06,[],40,38,30,42
,TRUE,Empty,"ATP synthase subunit e, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5ME PE=1 SV=2",ATP5I_HUMAN,8 kDa,,0.45,[],30,61,31,20
,TRUE,Empty,Protein S100-A11 OS=Homo sapiens OX=9606 GN=S100A11 PE=1 SV=2,S10AB_HUMAN,12 kDa,,0.027,[],54,4,39,52
,TRUE,Empty,Cluster of Ras-related protein Rab-2A OS=Homo sapiens OX=9606 GN=RAB2A PE=1 SV=1 (sp|P61019|RAB2A_HUMAN),sp|P61019|RAB2A_HUMAN [2],24 kDa,TRUE,0.0069,[],17,36,40,37
,TRUE,Empty,    Ras-related protein Rab-2A OS=Homo sapiens OX=9606 GN=RAB2A PE=1 SV=1,sp|P61019|RAB2A_HUMAN,24 kDa,TRUE,0.0094,[],17,36,39,37
,TRUE,Empty,    Ras-related protein Rab-2B OS=Homo sapiens OX=9606 GN=RAB2B PE=1 SV=1,sp|Q8WUD1|RAB2B_HUMAN,24 kDa,TRUE,0.5,[],12,20,22,25
,TRUE,Empty,MICOS complex subunit MIC13 OS=Homo sapiens OX=9606 GN=C19orf70 PE=1 SV=1,A0A140TA86_HUMAN (+1),15 kDa,,< 0.00010,"Control low, PEX eye - bi high",10,1,73,48
,TRUE,Empty,Alcohol dehydrogenase [NADP(+)] OS=Homo sapiens OX=9606 GN=AKR1A1 PE=1 SV=3,AK1A1_HUMAN,37 kDa,,0.045,[],40,49,24,62
,TRUE,Empty,Barrier-to-autointegration factor OS=Homo sapiens OX=9606 GN=BANF1 PE=1 SV=1,BAF_HUMAN,10 kDa,,0.25,[],36,8,48,37
,TRUE,Empty,Histone H1.0 OS=Homo sapiens OX=9606 GN=H1F0 PE=1 SV=3,sp|P07305|H10_HUMAN,21 kDa,,0.44,[],36,34,45,26
,TRUE,Empty,Annexin A4 OS=Homo sapiens OX=9606 GN=ANXA4 PE=1 SV=4,sp|P09525|ANXA4_HUMAN,36 kDa,,0.03,[],24,35,45,36
,TRUE,Empty,Cluster of Heterogeneous nuclear ribonucleoproteins C1/C2 OS=Homo sapiens OX=9606 GN=HNRNPC PE=1 SV=1 (B2R5W2_HUMAN),B2R5W2_HUMAN [15],32 kDa,TRUE,0.4,[],36,33,37,40
,TRUE,Empty,    Heterogeneous nuclear ribonucleoproteins C1/C2 OS=Homo sapiens OX=9606 GN=HNRNPC PE=1 SV=1,B2R5W2_HUMAN (+14),32 kDa,TRUE,0.37,[],36,33,37,40
,TRUE,Empty,Ras GTPase-activating-like protein IQGAP1 OS=Homo sapiens OX=9606 GN=IQGAP1 PE=1 SV=1,IQGA1_HUMAN,189 kDa,TRUE,0.00028,"Control high, PEX eye - bi low",46,37,17,48
,TRUE,Empty,Acid ceramidase OS=Homo sapiens OX=9606 GN=ASAH1 PE=1 SV=1,A0A1B0GU06_HUMAN (+1),21 kDa,TRUE,0.0022,"Control low, PEX eye - bi high",18,4,49,83
,TRUE,Empty,SH3 domain-binding glutamic acid-rich-like protein OS=Homo sapiens OX=9606 GN=SH3BGRL PE=1 SV=1,SH3L1_HUMAN,13 kDa,,0.34,[],29,10,37,63
,TRUE,Empty,Cluster of Erlin-2 (Fragment) OS=Homo sapiens OX=9606 GN=ERLIN2 PE=1 SV=1 (E5RHW4_HUMAN),E5RHW4_HUMAN [3],38 kDa,TRUE,0.053,[],19,34,37,45
,TRUE,Empty,    Erlin-2 (Fragment) OS=Homo sapiens OX=9606 GN=ERLIN2 PE=1 SV=1,E5RHW4_HUMAN (+1),38 kDa,TRUE,0.049,[],19,30,37,41
,TRUE,Empty,    Erlin-1 OS=Homo sapiens OX=9606 GN=ERLIN1 PE=1 SV=1,ERLN1_HUMAN,39 kDa,TRUE,0.5,[],,13,8,12
,TRUE,Empty,60S ribosomal protein L23 OS=Homo sapiens OX=9606 GN=RPL23 PE=1 SV=1,RL23_HUMAN,15 kDa,,0.44,[],36,26,36,42
,TRUE,Empty,Destrin OS=Homo sapiens OX=9606 GN=DSTN PE=1 SV=3,sp|P60981|DEST_HUMAN,19 kDa,,0.17,[],22,34,18,27
,TRUE,Empty,Tripeptidyl-peptidase 1 OS=Homo sapiens OX=9606 GN=TPP1 PE=1 SV=1,A0A2R8YD45_HUMAN (+3),54 kDa,,0.18,[],25,28,35,43
,TRUE,Empty,Hemopexin OS=Homo sapiens OX=9606 GN=HPX PE=1 SV=2,HEMO_HUMAN,52 kDa,,0.37,[],28,25,29,53
,TRUE,Empty,"Solute carrier family 2, facilitated glucose transporter member 1 OS=Homo sapiens OX=9606 GN=SLC2A1 PE=1 SV=2",GTR1_HUMAN,54 kDa,,0.25,[],38,37,30,29
,TRUE,Empty,Retinol-binding protein 1 OS=Homo sapiens OX=9606 GN=RBP1 PE=1 SV=2,sp|P09455|RET1_HUMAN,16 kDa,,0.037,[],32,14,17,59
,TRUE,Empty,Actin-related protein 2/3 complex subunit 4 OS=Homo sapiens OX=9606 GN=ARPC4 PE=1 SV=3,sp|P59998|ARPC4_HUMAN,20 kDa,,0.37,[],28,37,29,41
,TRUE,Empty,"Isoform 9 of Myosin light chain kinase, smooth muscle OS=Homo sapiens OX=9606 GN=MYLK",sp|Q15746-11|MYLK_HUMAN (+5),110 kDa,,0.54,[],27,36,32,53
,TRUE,Empty,Estradiol 17-beta-dehydrogenase 2 OS=Homo sapiens OX=9606 GN=HSD17B2 PE=1 SV=1,DHB2_HUMAN,43 kDa,,0.072,[],21,21,44,38
,TRUE,Empty,Cellular retinoic acid-binding protein 1 OS=Homo sapiens OX=9606 GN=CRABP1 PE=1 SV=2,RABP1_HUMAN,16 kDa,,0.014,[],22,28,6,74
,TRUE,Empty,Vesicle-trafficking protein SEC22b OS=Homo sapiens OX=9606 GN=SEC22B PE=1 SV=4,SC22B_HUMAN,25 kDa,,0.41,[],32,42,32,27
,TRUE,Empty,Cytochrome c oxidase subunit 6C OS=Homo sapiens OX=9606 GN=COX6C PE=1 SV=2,COX6C_HUMAN,9 kDa,,0.16,[],29,23,45,26
,TRUE,Empty,60S ribosomal protein L30 (Fragment) OS=Homo sapiens OX=9606 GN=RPL30 PE=1 SV=1,E5RI99_HUMAN (+1),13 kDa,,0.54,[],29,36,32,35
,TRUE,Empty,G-protein coupled receptor 143 OS=Homo sapiens OX=9606 GN=GPR143 PE=1 SV=2,GP143_HUMAN,44 kDa,,< 0.00010,"Control high, PEX eye - bi low",63,14,28,28
,TRUE,Empty,Galectin-3 OS=Homo sapiens OX=9606 GN=LGALS3 PE=1 SV=5,LEG3_HUMAN,26 kDa,,0.035,[],39,36,26,28
,TRUE,Empty,Membrane-associated progesterone receptor component 1 OS=Homo sapiens OX=9606 GN=PGRMC1 PE=1 SV=3,sp|O00264|PGRC1_HUMAN,22 kDa,TRUE,0.54,[],31,45,36,19
,TRUE,Empty,"Aspartate aminotransferase, cytoplasmic OS=Homo sapiens OX=9606 GN=GOT1 PE=1 SV=3",sp|P17174|AATC_HUMAN,46 kDa,,0.16,[],24,48,37,24
,TRUE,Empty,ADP-ribosylation factor-like protein 8B OS=Homo sapiens OX=9606 GN=ARL8B PE=1 SV=1,sp|Q9NVJ2|ARL8B_HUMAN,22 kDa,TRUE,0.43,[],49,27,61,43
,TRUE,Empty,Cluster of Nucleoside diphosphate kinase OS=Homo sapiens OX=9606 GN=NME1-NME2 PE=1 SV=1 (Q32Q12_HUMAN),Q32Q12_HUMAN [2],33 kDa,TRUE,0.12,[],25,31,19,45
,TRUE,Empty,    Nucleoside diphosphate kinase OS=Homo sapiens OX=9606 GN=NME1-NME2 PE=1 SV=1,Q32Q12_HUMAN (+1),33 kDa,TRUE,0.12,[],25,31,19,45
,TRUE,Empty,Prosaposin OS=Homo sapiens OX=9606 GN=PSAP PE=1 SV=2,C9JIZ6_HUMAN (+3),58 kDa,,0.067,[],33,5,53,35
,TRUE,Empty,Isoform 2 of Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 OS=Homo sapiens OX=9606 GN=RPN2,sp|P04844-2|RPN2_HUMAN (+1),68 kDa,,0.43,[],40,4,49,33
,TRUE,Empty,Cluster of WD repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=WDR1 PE=1 SV=4 (sp|O75083|WDR1_HUMAN),sp|O75083|WDR1_HUMAN,66 kDa,TRUE,0.4,[],36,22,38,17
,TRUE,Empty,    WD repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=WDR1 PE=1 SV=4,sp|O75083|WDR1_HUMAN,66 kDa,TRUE,0.4,[],36,22,38,17
,TRUE,Empty,40S ribosomal protein SA OS=Homo sapiens OX=9606 GN=RPSA PE=1 SV=1,A0A0C4DG17_HUMAN (+2),33 kDa,,0.53,[],26,31,28,40
,TRUE,Empty,"Cytochrome c oxidase subunit 5A, mitochondrial OS=Homo sapiens OX=9606 GN=COX5A PE=1 SV=2",COX5A_HUMAN,17 kDa,,0.012,[],20,40,44,24
,TRUE,Empty,Cytochrome c oxidase subunit 6B1 OS=Homo sapiens OX=9606 GN=COX6B1 PE=1 SV=2,CX6B1_HUMAN,10 kDa,,0.22,[],37,12,52,17
,TRUE,Empty,Superoxide dismutase [Cu-Zn] OS=Homo sapiens OX=9606 GN=SOD1 PE=1 SV=2,SODC_HUMAN,16 kDa,,0.062,[],42,27,28,18
,TRUE,Empty,Isoform 2 of Clusterin OS=Homo sapiens OX=9606 GN=CLU,sp|P10909-2|CLUS_HUMAN (+3),58 kDa,,0.19,[],26,23,43,35
,TRUE,Empty,60S ribosomal protein L12 OS=Homo sapiens OX=9606 GN=RPL12 PE=1 SV=1,sp|P30050|RL12_HUMAN,18 kDa,,0.12,[],23,34,37,35
,TRUE,Empty,Isoform 2 of V-type proton ATPase 116 kDa subunit a isoform 1 OS=Homo sapiens OX=9606 GN=ATP6V0A1,sp|Q93050-1|VPP1_HUMAN (+2),96 kDa,,0.052,[],42,30,29,25
,TRUE,Empty,60S ribosomal protein L7 OS=Homo sapiens OX=9606 GN=RPL7 PE=1 SV=1,A8MUD9_HUMAN (+1),24 kDa,,0.15,[],33,33,28,33
,TRUE,Empty,Cysteine and glycine-rich protein 1 OS=Homo sapiens OX=9606 GN=CSRP1 PE=1 SV=3,CSRP1_HUMAN,21 kDa,,0.13,[],20,23,35,40
,TRUE,Empty,Lambda-crystallin homolog OS=Homo sapiens OX=9606 GN=CRYL1 PE=1 SV=3,sp|Q9Y2S2|CRYL1_HUMAN,35 kDa,,0.3,[],21,28,29,48
,TRUE,Empty,Uncharacterized protein OS=Homo sapiens OX=9606 PE=4 SV=1,C9JAW5_HUMAN (+2),9 kDa,,0.25,[],28,55,24,9
,TRUE,Empty,Prohibitin-2 OS=Homo sapiens OX=9606 GN=PHB2 PE=1 SV=1,F5GY37_HUMAN (+3),30 kDa,,0.019,[],20,31,43,30
,TRUE,Empty,"Isoform 2 of NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS1",sp|P28331-2|NDUS1_HUMAN (+2),81 kDa,,0.1,[],21,33,37,33
,TRUE,Empty,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12 OS=Homo sapiens OX=9606 GN=NDUFA12 PE=1 SV=1,sp|Q9UI09|NDUAC_HUMAN,17 kDa,,0.27,[],24,25,33,37
,TRUE,Empty,Calmodulin-1 OS=Homo sapiens OX=9606 GN=CALM1 PE=1 SV=1,CALM1_HUMAN (+1),17 kDa,,0.18,[],32,15,28,50
,TRUE,Empty,Tetraspanin OS=Homo sapiens OX=9606 GN=CD81 PE=1 SV=1,E9PIF1_HUMAN,26 kDa,,0.19,[],27,21,40,36
,TRUE,Empty,Histidine triad nucleotide-binding protein 1 OS=Homo sapiens OX=9606 GN=HINT1 PE=1 SV=2,HINT1_HUMAN,14 kDa,,0.041,[],35,26,22,14
